time (s),inlet temp (K),outlet temp (K)
1038.5,786.954517673026,785.105235458396
1039,787.121103443125,785.376634031154
1039.5,787.287126702049,785.686179222921
1040,787.452596285053,786.028334026817
1040.5,787.617506301966,786.391275073681
1041,787.781797851095,786.764208175906
1041.5,787.945529834135,787.126515299946
1042,788.108675745322,787.447839990601
1042.5,788.271232639573,787.72486910009
1043,788.433168120954,787.943075770931
1043.5,788.594517530484,788.086695347483
1044,788.755216076298,788.165651929143
1044.5,788.915322660091,788.207503898657
1045,789.074784270338,788.235753797293
1045.5,789.233621522632,788.254874766592
1046,789.391810856295,788.251355133079
1046.5,789.54937877709,788.224556956561
1047,789.706266383322,788.187970145936
1047.5,789.862506070924,788.158312810057
1048,790.018062498879,788.114286379865
1048.5,790.172965118034,788.043254216633
1049,790.327160916865,787.966586803209
1049.5,790.480702906896,787.927846120046
1050,790.633535131518,787.931596880139
1050.5,790.785681151408,787.935909799287
1051,790.937149801821,787.955029014456
1051.5,791.087873345809,788.014133575574
1052,791.237884179303,788.125420027005
1052.5,791.387214698234,788.292027546773
1053,791.535770659894,788.507681478954
1053.5,791.68361391106,788.759050773069
1054,791.830744451733,789.041778457748
1054.5,791.977100435133,789.352854444638
1055,792.122714257193,789.690281693229
1055.5,792.267582972828,790.039459752534
1056,792.411677131191,790.381066945074
1056.5,792.554999677366,790.705838114003
1057,792.697577117116,791.012647821682
1057.5,792.839350548747,791.293234761959
1058,792.980346478022,791.539033660303
1058.5,793.120570795109,791.738925199142
1059,793.259988158992,791.88797122321
1059.5,793.398601514757,791.986955695997
1060,793.536407917318,792.042287403849
1060.5,793.67341031176,792.062096762652
1061,793.809576302152,792.053031724177
1061.5,793.944938284425,792.01611704144
1062,794.079493313495,791.951382939767
1062.5,794.213179542582,791.863217474518
1063,794.34606176355,791.750965349236
1063.5,794.478078129622,791.610480271519
1064,794.609255146558,791.439213031546
1064.5,794.739598704528,791.240729078997
1065,794.86904401167,791.0249044143
1065.5,794.997649969676,790.8054057961
1066,795.125390072785,790.597964533239
1066.5,795.25223487015,790.414171996558
1067,795.378207922449,790.266099200902
1067.5,795.50331511985,790.17007307606
1068,795.627524066422,790.150494722541
1068.5,795.75083770725,790.228536784103
1069,795.873250152165,790.392544983606
1069.5,795.994793797098,790.590348643826
1070,796.115380289508,790.768669623609
1070.5,796.23506853109,790.909058583541
1071,796.353855576758,791.016497534754
1071.5,796.47171492075,791.102265668098
1072,796.588646563067,791.190577649912
1072.5,796.704647558624,791.320893232771
1073,796.819688456573,791.549946091636
1073.5,796.933831103693,791.897384132501
1074,797.047010708122,792.294862975421
1074.5,797.159233160028,792.679177966855
1075,797.270495514327,793.09794725074
1075.5,797.380827221866,793.614438907607
1076,797.49016938095,794.239007475897
1076.5,797.598551442427,794.937732135653
1077,797.705973406298,795.62900656919
1077.5,797.812402876629,796.213634612666
1078,797.917872249354,796.62777517809
1078.5,798.022349128539,796.840646004269
1079,798.125836459271,796.871912380183
1079.5,798.228334241548,796.787434181457
1080,798.329836585203,796.689270690499
1080.5,798.430322874641,796.711658661509
1081,798.529813725455,796.812743729567
1081.5,798.628312082731,796.958763299978
1082,798.725791440706,797.321678493455
1082.5,798.822245909211,797.935740213441
1083,798.917681378415,798.526256848563
1083.5,799.012121408996,798.94901736578
1084,799.105512989429,799.287954032597
1084.5,799.197850229544,799.604326500468
1085,799.289192031037,799.863887745955
1085.5,799.379485382382,799.985195898058
1086,799.468724393409,799.965193106786
1086.5,799.556941460051,799.879562355042
1087,799.644074735529,799.76595683271
1087.5,799.730183121537,799.641822961423
1088,799.815240112313,799.517373243877
1088.5,799.899213311924,799.401694936802
1089,799.982135116303,799.30724687568
1089.5,800.063999635281,799.206581260008
1090,800.144812759026,799.090610934366
1090.5,800.22451264076,798.977824681224
1091,800.303158182177,798.881352775617
1091.5,800.380749383277,798.804056091482
1092,800.457227342366,798.743861903216
1092.5,800.532618565207,798.695239879129
1093,800.606958392816,798.650397558956
1093.5,800.680182033328,798.599735172063
1094,800.752295376915,798.541433351143
1094.5,800.823348490015,798.49809507657
1095,800.89329130619,798.518526296554
1095.5,800.962117935268,798.657317192664
1096,801.029860773183,798.93963756628
1096.5,801.096487424002,799.347486391981
1097,801.161997887726,799.835223087265
1097.5,801.226424560286,800.344511922497
1098,801.289708539989,800.817429387851
1098.5,801.351876332596,801.21509226657
1099,801.412927938107,801.528700559445
1099.5,801.472863356523,801.772690114707
1100,801.531685532928,801.96850146371
1100.5,801.589359126307,802.135309760336
1101,801.645919477674,802.286727525009
1101.5,801.701363641946,802.431953719887
1102,801.755632717429,802.578605793155
1102.5,801.808785605816,802.725869520508
1103,801.860822307108,802.869247634448
1103.5,801.911683919611,803.002456523341
1104,801.961429345018,803.121474982715
1104.5,802.010029132483,803.226690269594
1105,802.057483282006,803.323327767466
1105.5,802.103791793586,803.419297668597
1106,802.14895172214,803.521142181663
1106.5,802.192936561904,803.627592179846
1107,802.235805214573,803.72584245072
1107.5,802.277498778453,803.79656921342
1108,802.318043759305,803.825307062955
1108.5,802.357413651369,803.811537324726
1109,802.39563790549,803.767407955976
1109.5,802.432713576584,803.710339069963
1110,802.468614158889,803.656760871881
1110.5,802.50333670732,803.618531857141
1111,802.53691361781,803.602247540074
1111.5,802.569312494425,803.610446221001
1112,802.600565733098,803.641337609452
1112.5,802.630643882981,803.691779014225
1113,802.659543998991,803.756685760207
1113.5,802.687266081127,803.827143681975
1114,802.713842525321,803.895396360431
1114.5,802.739211484794,803.953919269148
1115,802.76343186124,803.994112290662
1115.5,802.786477148897,804.012545546265
1116,802.808314951833,804.007521889073
1116.5,802.829007116827,803.979265484033
1117,802.848521247947,803.930006494018
1117.5,802.866857345193,803.863723094279
1118,802.883988902803,803.785906376598
1118.5,802.899968932302,803.704024000601
1119,802.914744422164,803.6256871554
1119.5,802.928374274084,803.560435323064
1120,802.9407936962,803.519559487441
1120.5,802.952038029525,803.515640444577
1121,802.962104328977,803.562572680862
1121.5,802.970966088793,803.671073822179
1122,802.978676320497,803.846546955285
1122.5,802.985182012566,804.083960649053
1123,802.99050967076,804.367208358582
1123.5,802.994659295081,804.673553480583
1124,802.997633830612,804.983521268281
1124.5,802.999400881422,805.288004529491
1125,802.999986953275,805.580964664375
1125.5,802.999400881422,805.85880259946
1126,802.997633830612,806.109003471821
1126.5,802.994659295081,806.315479094656
1127,802.99050967076,806.467990621899
1127.5,802.985182012566,806.565221429059
1128,802.978676320497,806.613646479295
1128.5,802.970966088793,806.623171225497
1129,802.962104328977,806.605773157189
1129.5,802.952038029525,806.573300928333
1130,802.9407936962,806.533018944062
1130.5,802.928374274084,806.483968449407
1131,802.914744422164,806.420090178218
1131.5,802.899968932302,806.338519526118
1132,802.883988902803,806.243195124442
1132.5,802.866857345193,806.142035955358
1133,802.848521247947,806.042617213681
1133.5,802.829007116827,805.94648073991
1134,802.808314951833,805.841952142108
1134.5,802.786477148897,805.705468848379
1135,802.76343186124,805.517097788931
1135.5,802.739211484794,805.278710513435
1136,802.713842525321,805.011367492699
1136.5,802.687266081127,804.741002100057
1137,802.659543998991,804.488877486696
1137.5,802.630643882981,804.267802861329
1138,802.600565733098,804.083034562306
1138.5,802.569312494425,803.93439179507
1139,802.53691361781,803.817824950064
1139.5,802.50333670732,803.728734369092
1140,802.468614158889,803.663301213224
1140.5,802.432713576584,803.619128286478
1141,802.39563790549,803.594384303784
1141.5,802.357413651369,803.58909159299
1142,802.318043759305,803.603794469143
1142.5,802.277498778453,803.637847745417
1143,802.235805214573,803.692953660217
1143.5,802.192936561904,803.769623862278
1144,802.14895172214,803.864266510368
1144.5,802.103791793586,803.975396763134
1145,802.057483282006,804.099720578106
1145.5,802.010029132483,804.235278210914
1146,801.961429345018,804.375918489957
1146.5,801.911683919611,804.520087751019
1147,801.860822307108,804.662761902333
1147.5,801.808785605816,804.795426940441
1148,801.755632717429,804.909927830781
1148.5,801.701363641946,805.003128055815
1149,801.645919477674,805.077561408309
1149.5,801.589359126307,805.141148928214
1150,801.531685532928,805.209587685598
1150.5,801.472863356523,805.304447769027
1151,801.412927938107,805.444644214106
1151.5,801.351876332596,805.644964708525
1152,801.289708539989,805.899298184879
1152.5,801.226424560286,806.18629650014
1153,801.161997887726,806.463478912951
1153.5,801.096487424002,806.692856208487
1154,801.029860773183,806.851962869195
1154.5,800.962117935268,806.945143703329
1155,800.89329130619,806.984718981329
1155.5,800.823348490015,806.978245745939
1156,800.752295376915,806.926677456037
1156.5,800.680182033328,806.837816538733
1157,800.606958392816,806.742448216424
1157.5,800.532618565207,806.686839139432
1158,800.457227342366,806.691342020923
1158.5,800.380749383277,806.710209853488
1159,800.303158182177,806.658991322499
1159.5,800.22451264076,806.485178513462
1160,800.144812759026,806.190364412129
1160.5,800.063999635281,805.810276657044
1161,799.982135116303,805.389487302876
1161.5,799.899213311924,804.967220209026
1162,799.815240112313,804.573064724238
1162.5,799.730183121537,804.226463636119
1163,799.644074735529,803.935890881629
1163.5,799.556941460051,803.699209397589
1164,799.468724393409,803.509319859467
1164.5,799.379485382382,803.360107800036
1165,799.289192031037,803.252388450312
1165.5,799.197850229544,803.190466732267
1166,799.105512989429,803.177287750096
1166.5,799.012121408996,803.209731657472
1167,798.917681378415,803.277193662755
1167.5,798.822245909211,803.366110621457
1168,798.725791440706,803.463999702359
1168.5,798.628312082731,803.56293062582
1169,798.529813725455,803.655373081073
1169.5,798.430322874641,803.739575784607
1170,798.329836585203,803.813093768648
1170.5,798.228334241548,803.873116837035
1171,798.125836459271,803.917413280457
1171.5,798.022349128539,803.94466791571
1172,797.917872249354,803.955045027708
1172.5,797.812402876629,803.94989111519
1173,797.705973406298,803.931762753075
1173.5,797.598551442427,803.903441163164
1174,797.49016938095,803.869414584645
1174.5,797.380827221866,803.832095763936
1175,797.270495514327,803.794282966965
1175.5,797.159233160028,803.75802120336
1176,797.047010708122,803.724339647248
1176.5,796.933831103693,803.693115886813
1177,796.819688456573,803.663258166275
1177.5,796.704647558624,803.632852140845
1178,796.588646563067,803.599599757271
1178.5,796.47171492075,803.560821232666
1179,796.353855576758,803.512307771602
1179.5,796.23506853109,803.449009544523
1180,796.115380289508,803.367740786564
1180.5,795.994793797098,803.266226163674
1181,795.873250152165,803.142800471015
1181.5,795.75083770725,802.995934917542
1182,795.627524066422,802.825458875917
1182.5,795.50331511985,802.634222687007
1183,795.378207922449,802.427688944776
1183.5,795.25223487015,802.212000168803
1184,795.125390072785,801.99356247199
1184.5,794.997649969676,801.778246687008
1185,794.86904401167,801.571394146383
1185.5,794.739598704528,801.375279116367
1186,794.609255146558,801.19203414214
1186.5,794.478078129622,801.021360547839
1187,794.34606176355,800.862222983443
1187.5,794.213179542582,800.713675745041
1188,794.079493313495,800.574939629156
1188.5,793.944938284425,800.445439756509
1189,793.809576302152,800.324756955937
1189.5,793.67341031176,800.212217676039
1190,793.536407917318,800.107053214532
1190.5,793.398601514757,800.008585116455
1191,793.259988158992,799.915765978393
1191.5,793.120570795109,799.827233574455
1192,792.980346478022,799.741221408292
1192.5,792.839350548747,799.656096578992
1193,792.697577117116,799.570343152558
1193.5,792.554999677366,799.48301469467
1194,792.411677131191,799.393596101823
1194.5,792.267582972828,799.302093066935
1195,792.122714257193,799.209270283803
1195.5,791.977100435133,799.116026473418
1196,791.830744451733,799.022888188883
1196.5,791.68361391106,798.930062508768
1197,791.535770659894,798.837519461828
1197.5,791.387214698234,798.743757268003
1198,791.237884179303,798.646960423822
1198.5,791.087873345809,798.545649999799
1199,790.937149801821,798.438560844056
1199.5,790.785681151408,798.324852578625
1200,790.633535131518,798.204090322919
1200.5,790.480702906896,798.077011748995
1201,790.327160916865,797.945357442102
1201.5,790.172965118034,797.812164059268
1202,790.018062498879,797.681473163721
1202.5,789.862506070924,797.558289534753
1203,789.706266383322,797.447914616574
1203.5,789.54937877709,797.354979279917
1204,789.391810856295,797.283199460162
1204.5,789.233621522632,797.234798652174
1205,789.074784270338,797.210601846062
1205.5,788.915322660091,797.209453170729
1206,788.755216076298,797.226996602397
1206.5,788.594517530484,797.254846769463
1207,788.433168120954,797.280646203442
1207.5,788.271232639573,797.290074482406
1208,788.108675745322,797.26973297659
1208.5,787.945529834135,797.21068523365
1209,787.781797851095,797.109678623588
1209.5,787.617506301966,796.968627357289
1210,787.452596285053,796.792732212853
1210.5,787.287126702049,796.588718298935
1211,787.121103443125,796.363858648152
1211.5,786.954517673026,796.125113086928
1212,786.787378227007,795.878918023898
1212.5,786.619711610829,795.630897148502
1213,786.45148542856,795.385798946645
1213.5,786.282735021218,795.147624284009
1214,786.113457443718,794.91938972244
1214.5,785.943682146906,794.703169578434
1215,785.773382625019,794.500033716565
1215.5,785.602555932975,794.31011842854
1216,785.43126391755,794.132675384372
1216.5,785.259447677051,793.966426514634
1217,785.087195564019,793.809418167366
1217.5,784.914419225913,793.659707463601
1218,784.741207015274,793.514201865636
1218.5,784.567500030408,793.37085765004
1219,784.393357173009,793.22759921868
1219.5,784.218751937314,793.083204793804
1220,784.04371377417,792.936839203587
1220.5,783.868239738493,792.788353174169
1221,783.692335720452,792.638042731071
1221.5,783.516025280725,792.48650194475
1222,783.339281913549,792.334578051966
1222.5,783.162135069771,792.183144778182
1223,782.984587694476,792.032897256667
1223.5,782.806636842579,791.884269831097
1224,782.628285459166,791.737638543284
1224.5,782.449589500844,791.593431275386
1225,782.270493011005,791.452132398184
1225.5,782.091054891342,791.313938643601
1226,781.91124569101,791.179039602255
1226.5,781.731065410007,791.04827860481
1227,781.550572950027,790.92243587467
1227.5,781.369712354462,790.802240917869
1228,781.188539579921,790.687978724678
1228.5,781.007057571487,790.57943414961
1229,780.82523393323,790.475722930587
1229.5,780.643101061082,790.375277579838
1230,780.460691350973,790.276017339253
1230.5,780.277969461887,790.175296203651
1231,780.094967789756,790.070152477296
1231.5,779.911659828818,789.957881096712
1232,779.728104480767,789.836211062171
1232.5,779.544295855432,789.703562951927
1233,779.360213337223,789.559494564421
1233.5,779.175880486814,789.404549664679
1234,778.991300249293,789.240285333527
1234.5,778.806475569742,789.068797062877
1235,778.62143000884,788.892273059782
1235.5,778.436169456756,788.712844547439
1236,778.250690968406,788.531992196311
1236.5,778.064997488873,788.350764918487
1237,777.879115523921,788.169449922346
1237.5,777.693018567787,787.988098770802
1238,777.506768467249,787.806707531352
1238.5,777.320300430445,787.625453751074
1239,777.133705754999,787.44466127933
1239.5,776.946925539218,787.264950821987
1240,776.759992179033,787.087190028363
1240.5,776.572905674445,786.912514429873
1241,776.385692531215,786.742524174149
1241.5,776.198326243582,786.579005103874
1242,776.010833317307,786.423699925285
1242.5,775.823249093407,786.277993236961
1243,775.635511725104,786.142400648441
1243.5,775.447709564937,786.01634368883
1244,775.259786656298,785.897977486991
1244.5,775.071798955797,785.783415642049
1245,774.883717012585,785.670626727298
1245.5,774.695546716833,785.558140284178
1246,774.507311629218,785.445094646479
1246.5,774.319047090756,785.330889536154
1247,774.130688309584,785.214767464491
1247.5,773.942300077565,785.095805749323
1248,773.753879449615,784.972826933234
1248.5,773.565455876579,784.844735670584
1249,773.376976346935,784.710617582799
1249.5,773.188493872207,784.569661304186
1250,772.999979001546,784.4215282996
1250.5,772.811496526818,784.265977621264
1251,772.623014052089,784.103080978097
1251.5,772.43453157736,783.932740144704
1252,772.246081498563,783.755906642421
1252.5,772.057660870612,783.573543040527
1253,771.869272638594,783.386715716363
1253.5,771.680943308268,783.196480591736
1254,771.49264931896,783.003847494012
1254.5,771.304443682191,782.809679607827
1255,771.116270441354,782.614950349582
1255.5,770.928191443227,782.42026836314
1256,770.740174291879,782.226112189525
1256.5,770.552280834087,782.032797063403
1257,770.364449223073,781.840773210765
1257.5,770.176741305617,781.650172377437
1258,769.989124685785,781.461010022634
1258.5,769.801664155442,781.273185609046
1259,769.614297867809,781.086476075087
1259.5,769.427084724579,780.901056535913
1260,769.239998219991,780.717156551396
1260.5,769.053061914722,780.534958354068
1261,768.866284644025,780.354502788333
1261.5,768.679660517732,780.175770496022
1262,768.493221931775,779.998596113064
1262.5,768.306968886152,779.82225249635
1263,768.120874875103,779.647400715078
1263.5,767.93499291015,779.473192301009
1264,767.749299430618,779.299614488442
1264.5,767.563820942268,779.126536279894
1265,767.378560390184,778.954103749667
1265.5,767.193514829282,778.782742172495
1266,767.008687204647,778.613144261329
1266.5,766.82410991221,778.446164473094
1267,766.639777061802,778.282985884652
1267.5,766.455694543592,778.124903065765
1268,766.271856467411,777.973433967559
1268.5,766.088301119359,777.829922073228
1269,765.905019664183,777.695182822555
1269.5,765.722020937137,777.569360588313
1270,765.539299048051,777.451380825667
1270.5,765.356859887095,777.338696814485
1271,765.174756465794,777.227481611618
1271.5,764.992932827537,777.113208755201
1272,764.811421368256,776.99148286494
1272.5,764.630248593715,776.858753924406
1273,764.449417448997,776.713148685061
1273.5,764.26889553817,776.554489143341
1274,764.088744708014,776.384418815119
1274.5,763.908935507682,776.20609900481
1275,763.729467937172,776.023214131333
1275.5,763.55040089818,775.839731443994
1276,763.371675489011,775.659118808421
1276.5,763.193353556445,775.484262439564
1277,763.015402704548,775.31713599727
1277.5,762.837855329253,775.15874082006
1278,762.660708485475,775.009303788599
1278.5,762.483965118299,774.868333960987
1279,762.307625227725,774.734855987502
1279.5,762.131718264599,774.607404937478
1280,761.956247174007,774.484367835251
1280.5,761.781206065779,774.363960340154
1281,761.606600830084,774.243962537939
1281.5,761.432460917769,774.123352042065
1282,761.25878338375,774.000187104404
1282.5,761.085541722264,773.873524799118
1283,760.912794835005,773.742714411572
1283.5,760.740513271126,773.607639370856
1284,760.568723536389,773.468502551888
1284.5,760.397405015203,773.325705907915
1285,760.226607774005,773.179549585281
1285.5,760.056308252119,773.030177075222
1286,759.886503504459,772.877710914177
1286.5,759.717255377806,772.722325916782
1287,759.548504970464,772.564471266144
1287.5,759.380278788195,772.40498843465
1288,759.212582721171,772.245197956085
1288.5,759.045469780913,772.086462098863
1289,758.878857505052,771.929860180178
1289.5,758.712834246128,771.776123280808
1290,758.547364663125,771.625354018125
1290.5,758.382484097058,771.477109859385
1291,758.218163097082,771.330626931659
1291.5,758.054431114042,771.185012942392
1292,757.891285202855,771.039469482337
1292.5,757.728757759451,770.89340918402
1293,757.566792827223,770.746341062626
1293.5,757.40547286854,770.597806085238
1294,757.244744871879,770.447468835237
1294.5,757.084667738933,770.295172426911
1295,756.925176677839,770.141003368792
1295.5,756.766339425545,769.985308789029
1296,756.608150091882,769.828220061307
1296.5,756.450611621935,769.669764351534
1297,756.293721070617,769.5099900699
1297.5,756.1374843281,769.349113872907
1298,755.981927900145,769.187847736696
1298.5,755.827022335905,769.027064659954
1299,755.672800031312,768.867683081874
1299.5,755.519287492128,768.710314380936
1300,755.366425816659,768.555286322093
1300.5,755.214276851684,768.402638075588
1301,755.062840597203,768.252278339002
1301.5,754.912117053215,768.103901143977
1302,754.762076768875,767.957131374435
1302.5,754.61277570079,767.811574648924
1303,754.464190288283,767.666744562089
1303.5,754.316347037117,767.522379933607
1304,754.169245947291,767.378177342745
1304.5,754.022889963891,767.233404509735
1305,753.877276141831,767.089338967965
1305.5,753.732407426196,766.945255986809
1306,753.588310322749,766.801371275454
1306.5,753.444990721658,766.657808906799
1307,753.302413281908,766.514819812792
1307.5,753.160639850277,766.372756178499
1308,753.019643921002,766.232048664797
1308.5,752.879419603915,766.093150897356
1309,752.740002240031,765.956453881211
1309.5,752.601388884267,765.82225659556
1310,752.463582481706,765.690737558928
1310.5,752.326580087263,765.561812254785
1311,752.190384646025,765.435294696064
1311.5,752.055022663752,765.310855422883
1312,751.92049708553,765.188215220743
1312.5,751.786781405595,765.067021554645
1313,751.653928635474,764.94670232823
1313.5,751.521882818556,764.826761343972
1314,751.39070580162,764.706616351705
1314.5,751.260391694496,764.585960069827
1315,751.130916936508,764.464743942676
1315.5,751.002340429348,764.343061886513
1316,750.874600326239,764.22108925369
1316.5,750.747726078027,764.098845944711
1317,750.621753025728,763.976230809298
1317.5,750.496645828327,763.853085821522
1318,750.37243393667,763.729302219129
1318.5,750.249123240927,763.60505020552
1319,750.126710796012,763.480652864547
1319.5,750.005196601926,763.356427737085
1320,749.884580658669,763.232633836849
1320.5,749.764892417087,763.109364757106
1321,749.646134822266,762.98675614777
1321.5,749.528275478274,762.864785180859
1322,749.411343835957,762.743496843661
1322.5,749.295342840401,762.622915026745
1323,749.180272491604,762.503071667672
1323.5,749.066159295331,762.384038040157
1324,748.952976745818,762.265989547021
1324.5,748.840754293911,762.148987258181
1325,748.729491939612,762.033185012842
1325.5,748.619160232074,761.918532591943
1326,748.509818072989,761.805047573079
1326.5,748.401438956597,761.69266799302
1327,748.294016992726,761.581319981653
1327.5,748.187587522395,761.470912970477
1328,748.08211814967,761.361361985702
1328.5,747.9776383254,761.251950972432
1329,747.874153939753,761.143719713855
1329.5,747.771656157476,761.035847719757
1330,747.670150868737,760.928247563751
1330.5,747.569638073536,760.82077763378
1331,747.470147222722,760.713350822443
1331.5,747.371678316293,760.605820967869
1332,747.274198958318,760.49823190804
1332.5,747.177744489813,760.390656526693
1333,747.082279569762,760.283171764057
1333.5,746.987868990028,760.175912869478
1334,746.894477409595,760.068956705626
1334.5,746.802110718633,759.962470711906
1335,746.710795422903,759.85646327286
1335.5,746.620505016643,759.751041021144
1336,746.531266005615,759.646228091748
1336.5,746.443048938973,759.542000598553
1337,746.355886212648,759.438334223812
1337.5,746.269807277487,759.33525107774
1338,746.184750286711,759.232645493822
1338.5,746.100747636253,759.129866835291
1339,746.017825831874,759.028005726372
1339.5,745.935961312896,758.926523864328
1340,745.855177639998,758.825398179401
1340.5,745.775448307417,758.724645037154
1341,745.696802766,758.624333735928
1341.5,745.619241015747,758.524473690318
1342,745.542763056657,758.425265917869
1342.5,745.467339437885,758.326677770812
1343,745.393032006209,758.22886496317
1343.5,745.319805420611,758.131824186654
1344,745.247665571262,758.035560751453
1344.5,745.176638963924,757.940032166432
1345,745.106699092835,757.845333108985
1345.5,745.037843012909,757.75137235265
1346,744.970129625841,757.658203098669
1346.5,744.903502975022,757.565740028901
1347,744.837960115366,757.473975707281
1347.5,744.773562893653,757.382837291309
1348,744.710281859035,757.292253310758
1348.5,744.648084615582,757.202225231624
1349,744.58703301007,757.112760115933
1349.5,744.527097591654,757.023888290871
1350,744.468304866096,756.935678395975
1350.5,744.410601821871,756.848190476522
1351,744.354041470503,756.761418610149
1351.5,744.298626757078,756.675481043792
1352,744.244328230748,756.590348189589
1352.5,744.191175342361,756.506131172971
1353,744.139165146831,756.422814688368
1353.5,744.088274083482,756.340396337546
1354,744.038528658074,756.258877833597
1354.5,743.989961266541,756.178313953304
1355,743.942507117018,756.098604221997
1355.5,743.896198605438,756.019837007183
1356,743.851038676884,755.941975956299
1356.5,743.807024386273,755.865068982329
1357,743.764185184451,755.789050833007
1357.5,743.722491620571,755.713921919042
1358,743.681946639719,755.639743367352
1358.5,743.642576747655,755.566490158672
1359,743.604323042687,755.494172977782
1359.5,743.56727682244,755.42269169541
1360,743.531376240135,755.351886277893
1360.5,743.496624240857,755.281727857144
1361,743.463047330368,755.211990789677
1361.5,743.430645508668,755.142704852085
1362,743.399424665927,755.073927834892
1362.5,743.369346516043,755.005847306769
1363,743.340446400033,754.938529365279
1363.5,743.31269486705,754.87204476795
1364,743.286147873703,754.806433260178
1364.5,743.260749463384,754.741571776164
1365,743.236558537784,754.677385723786
1365.5,743.213513250127,754.613775261546
1366,743.19164305126,754.550562623065
1366.5,743.170953831351,754.487696602482
1367,743.151469151077,754.425144081773
1367.5,743.133133053831,754.362922025804
1368,743.115972045374,754.301019596481
1368.5,743.100021466722,754.239519814625
1369,743.085213580928,754.178014706852
1369.5,743.071616124939,754.117334203284
1370,743.05919375774,754.05726266178
1370.5,743.047952369499,753.997860542929
1371,743.037883124962,753.939096108519
1371.5,743.028994859384,753.880938066599
1372,743.021314078527,753.823370687402
1372.5,743.014808386459,753.766389338426
1373,743.009451277417,753.709987974069
1373.5,743.005328158859,753.654118227903
1374,743.002356568412,753.59875387966
1374.5,743.000589517601,753.543916736022
1375,743.000000500664,753.489581384141
1375.5,743.000589517601,753.435696372256
1376,743.002356568412,753.382262449582
1376.5,743.005328158859,753.329263337285
1377,743.009451277417,753.276681546796
1377.5,743.014808386459,753.224527040435
1378,743.021314078527,753.172764098635
1378.5,743.028994859384,753.121408727867
1379,743.037883124962,753.070528064567
1379.5,743.047952369499,753.020101173565
1380,743.05919375774,752.970105252109
1380.5,743.071616124939,752.920680372042
1381,743.085213580928,752.871836625234
1381.5,743.100021466722,752.8235375897
1382,743.115972045374,752.775756856879
1382.5,743.133133053831,752.728511011911
1383,743.151469151077,752.68178442428
1383.5,743.170953831351,752.635592515234
1384,743.19164305126,752.589940412489
1384.5,743.213513250127,752.54483367426
1385,743.236558537784,752.500317891309
1385.5,743.260749463384,752.456375908349
1386,743.286147873703,752.413063381068
1386.5,743.31269486705,752.370341183137
1387,743.340446400033,752.328209573994
1387.5,743.369346516043,752.286730865986
1388,743.399424665927,752.245836668755
1388.5,743.430645508668,752.205522281148
1389,743.463047330368,752.165781394917
1389.5,743.496624240857,752.126590593653
1390,743.531376240135,752.087932197491
1390.5,743.56727682244,752.049852281325
1391,743.604323042687,752.012274073288
1391.5,743.642576747655,751.975183487746
1392,743.681946639719,751.938577708536
1392.5,743.722491620571,751.90243378511
1393,743.764185184451,751.86678534503
1393.5,743.807024386273,751.831571960788
1394,743.851038676884,751.796782307669
1394.5,743.896198605438,751.762388476605
1395,743.942507117018,751.728475321651
1395.5,743.989961266541,751.694930152216
1396,744.038528658074,751.661824218629
1396.5,744.088274083482,751.629133765338
1397,744.139165146831,751.596834790729
1397.5,744.191175342361,751.564999135283
1398,744.244328230748,751.533492450523
1398.5,744.298626757078,751.502376589985
1399,744.354041470503,751.471578696667
1399.5,744.410601821871,751.441123398616
1400,744.468304866096,751.410977343417
1400.5,744.527097591654,751.381088694983
1401,744.58703301007,751.351474573735
1401.5,744.648084615582,751.32206063857
1402,744.710281859035,751.292827355053
1402.5,744.773562893653,751.263715881281
1403,744.837960115366,751.234686475347
1403.5,744.903502975022,751.20574154461
1404,744.970129625841,751.176760606386
1404.5,745.037843012909,751.147762784769
1405,745.106699092835,751.118665566143
1405.5,745.176638963924,751.089425707375
1406,745.247665571262,751.060002017963
1406.5,745.319805420611,751.030347647541
1407,745.393032006209,751.000460908801
1407.5,745.467339437885,750.97033490048
1408,745.542763056657,750.940145096155
1408.5,745.619241015747,750.909550488291
1409,745.696802766,750.878583344552
1409.5,745.775448307417,750.847219579307
1410,745.855177639998,750.815341356622
1410.5,745.935961312896,750.783043672402
1411,746.017825831874,750.75023393243
1411.5,746.100747636253,750.716893797587
1412,746.184750286711,750.683034370775
1412.5,746.269807277487,750.648570377708
1413,746.355886212648,750.613602659504
1413.5,746.443048938973,750.578058396732
1414,746.531266005615,750.541998694014
1414.5,746.620505016643,750.505414706889
1415,746.710795422903,750.46831375877
1415.5,746.802110718633,750.430649462525
1416,746.894477409595,750.392518067518
1416.5,746.987868990028,750.353876321757
1417,747.082279569762,750.314774888203
1417.5,747.177744489813,750.275316748278
1418,747.274198958318,750.235515909136
1418.5,747.371678316293,750.19547830562
1419,747.470147222722,750.155239964798
1419.5,747.569638073536,750.114831763453
1420,747.670150868737,750.07432651151
1420.5,747.771656157476,750.033800688193
1421,747.874153939753,749.993262370541
1421.5,747.9776383254,749.952728467655
1422,748.08211814967,749.912304150804
1422.5,748.187587522395,749.871995301052
1423,748.294016992726,749.831856338272
1423.5,748.401438956597,749.791915951792
1424,748.509818072989,749.752214591239
1424.5,748.619160232074,749.712804472789
1425,748.729491939612,749.673692231277
1425.5,748.840754293911,749.634943320887
1426,748.952976745818,749.596579067341
