time (s),inlet temp (K),outlet temp (K)
6044.5,788.915322660091,786.932719670073
6045,789.074784270338,787.191073793936
6045.5,789.233621522632,787.436657580124
6046,789.391810856295,787.673078417096
6046.5,789.54937877709,787.90337705482
6047,789.706266383322,788.123446630899
6047.5,789.862506070924,788.330347173501
6048,790.018062498879,788.51622405334
6048.5,790.172965118034,788.672383050134
6049,790.327160916865,788.792434144249
6049.5,790.480702906896,788.877257138157
6050,790.633535131518,788.928282019082
6050.5,790.785681151408,788.950631497652
6051,790.937149801821,788.948832466212
6051.5,791.087873345809,788.932451310136
6052,791.237884179303,788.912873478699
6052.5,791.387214698234,788.897089746737
6053,791.535770659894,788.891502520717
6053.5,791.68361391106,788.900434886835
6054,791.830744451733,788.921497154324
6054.5,791.977100435133,788.946891096252
6055,792.122714257193,788.971728577945
6055.5,792.267582972828,789.007920316518
6056,792.411677131191,789.052541373788
6056.5,792.554999677366,789.082717750114
6057,792.697577117116,789.061839708188
6057.5,792.839350548747,788.973627318977
6058,792.980346478022,788.845613326828
6058.5,793.120570795109,788.73562869514
6059,793.259988158992,788.691241259421
6059.5,793.398601514757,788.694333548566
6060,793.536407917318,788.68920162878
6060.5,793.67341031176,788.698696455381
6061,793.809576302152,788.736486984556
6061.5,793.944938284425,788.78913718687
6062,794.079493313495,788.84956957055
6062.5,794.213179542582,788.901253468425
6063,794.34606176355,788.919264464368
6063.5,794.478078129622,788.902357900172
6064,794.609255146558,788.87771163607
6064.5,794.739598704528,788.880576043134
6065,794.86904401167,788.93723133932
6065.5,794.997649969676,789.066369407682
6066,795.125390072785,789.268475114792
6066.5,795.25223487015,789.512325442191
6067,795.378207922449,789.790609525991
6067.5,795.50331511985,790.100391145427
6068,795.627524066422,790.451425887742
6068.5,795.75083770725,790.84508573433
6069,795.873250152165,791.266363811704
6069.5,795.994793797098,791.649070580009
6070,796.115380289508,791.947080564457
6070.5,796.23506853109,792.17713288141
6071,796.353855576758,792.386438481529
6071.5,796.47171492075,792.612670127694
6072,796.588646563067,792.864466236106
6072.5,796.704647558624,793.133789557082
6073,796.819688456573,793.421512841782
6073.5,796.933831103693,793.747195356543
6074,797.047010708122,794.129404240663
6074.5,797.159233160028,794.582065076835
6075,797.270495514327,795.077737691385
6075.5,797.380827221866,795.57896951376
6076,797.49016938095,796.055185685956
6076.5,797.598551442427,796.492323285559
6077,797.705973406298,796.88379162642
6077.5,797.812402876629,797.229511724445
6078,797.917872249354,797.526173561633
6078.5,798.022349128539,797.773638845315
6079,798.125836459271,797.98491426155
6079.5,798.228334241548,798.185568863676
6080,798.329836585203,798.40519638198
6080.5,798.430322874641,798.655447422557
6081,798.529813725455,798.924413550282
6081.5,798.628312082731,799.190740598878
6082,798.725791440706,799.444207904886
6082.5,798.822245909211,799.697642684559
6083,798.917681378415,799.98808348481
6083.5,799.012121408996,800.357521314039
6084,799.105512989429,800.802283567456
6084.5,799.197850229544,801.289247835959
6085,799.289192031037,801.790076538751
6085.5,799.379485382382,802.283673829353
6086,799.468724393409,802.740860310647
6086.5,799.556941460051,803.145278373125
6087,799.644074735529,803.505972520681
6087.5,799.730183121537,803.834393101376
6088,799.815240112313,804.127945508279
6088.5,799.899213311924,804.374223809971
6089,799.982135116303,804.556030279145
6089.5,800.063999635281,804.652298208153
6090,800.144812759026,804.647263590447
6090.5,800.22451264076,804.539841896653
6091,800.303158182177,804.343334477867
6091.5,800.380749383277,804.078532578121
6092,800.457227342366,803.768138371163
6092.5,800.532618565207,803.4344951472
6093,800.606958392816,803.098271665172
6093.5,800.680182033328,802.777835515923
6094,800.752295376915,802.487158891072
6094.5,800.823348490015,802.235392011661
6095,800.89329130619,802.027748623859
6095.5,800.962117935268,801.867826191005
6096,801.029860773183,801.757669448328
6096.5,801.096487424002,801.695358632321
6097,801.161997887726,801.674567643768
6097.5,801.226424560286,801.688105715609
6098,801.289708539989,801.726534871824
6098.5,801.351876332596,801.780097082667
6099,801.412927938107,801.842076326394
6099.5,801.472863356523,801.90897604358
6100,801.531685532928,801.980353882507
6100.5,801.589359126307,802.057284453706
6101,801.645919477674,802.141480635155
6101.5,801.701363641946,802.234360863949
6102,801.755632717429,802.336779732149
6102.5,801.808785605816,802.450872855232
6103,801.860822307108,802.576742490181
6103.5,801.911683919611,802.712436426903
6104,801.961429345018,802.859096011994
6104.5,802.010029132483,803.016750584086
6105,802.057483282006,803.184415994294
6105.5,802.103791793586,803.359594453841
6106,802.14895172214,803.536133795163
6106.5,802.192936561904,803.706610622695
6107,802.235805214573,803.858117251049
6107.5,802.277498778453,803.9800405182
6108,802.318043759305,804.064822537979
6108.5,802.357413651369,804.112759392849
6109,802.39563790549,804.126425235879
6109.5,802.432713576584,804.109281109732
6110,802.468614158889,804.064777275329
6110.5,802.50333670732,803.995854507674
6111,802.53691361781,803.906201154379
6111.5,802.569312494425,803.80141852252
6112,802.600565733098,803.687945718125
6112.5,802.630643882981,803.572681418683
6113,802.659543998991,803.463909769998
6113.5,802.687266081127,803.368675004568
6114,802.713842525321,803.29139658577
6114.5,802.739211484794,803.233666484877
6115,802.76343186124,803.195961524213
6115.5,802.786477148897,803.180247812728
6116,802.808314951833,803.187170283488
6116.5,802.829007116827,803.218453784654
6117,802.848521247947,803.27264531491
6117.5,802.866857345193,803.345048707281
6118,802.883988902803,803.428390410378
6118.5,802.899968932302,803.509906938167
6119,802.914744422164,803.581659515378
6119.5,802.928374274084,803.635751250379
6120,802.9407936962,803.668429721657
6120.5,802.952038029525,803.681705504389
6121,802.962104328977,803.681908001675
6121.5,802.970966088793,803.678308298217
6122,802.978676320497,803.681256361678
6122.5,802.985182012566,803.700583723336
6123,802.99050967076,803.740826553684
6123.5,802.994659295081,803.805456736873
6124,802.997633830612,803.894873545502
6124.5,802.999400881422,804.007472296122
6125,802.999986953275,804.139275825941
6125.5,802.999400881422,804.284132360348
6126,802.997633830612,804.440450619448
6126.5,802.994659295081,804.597967412057
6127,802.99050967076,804.755125156051
6127.5,802.985182012566,804.909313410019
6128,802.978676320497,805.058220073625
6128.5,802.970966088793,805.199340660763
6129,802.962104328977,805.329627693137
6129.5,802.952038029525,805.445114856857
6130,802.9407936962,805.542169992069
6130.5,802.928374274084,805.62079047668
6131,802.914744422164,805.687257076142
6131.5,802.899968932302,805.752581543448
6132,802.883988902803,805.828862155827
6132.5,802.866857345193,805.924029750643
6133,802.848521247947,806.038489425994
6133.5,802.829007116827,806.163951327881
6134,802.808314951833,806.284961595502
6134.5,802.786477148897,806.382347857305
6135,802.76343186124,806.439265833409
6135.5,802.739211484794,806.446212807406
6136,802.713842525321,806.40302150592
6136.5,802.687266081127,806.318398777412
6137,802.659543998991,806.206172084073
6137.5,802.630643882981,806.085620071193
6138,802.600565733098,805.979000803757
6138.5,802.569312494425,805.904340798033
6139,802.53691361781,805.867738466929
6139.5,802.50333670732,805.873525453196
6140,802.468614158889,805.919101334414
6140.5,802.432713576584,806.000421349584
6141,802.39563790549,806.106003589958
6141.5,802.357413651369,806.222970233743
6142,802.318043759305,806.328994127387
6142.5,802.277498778453,806.393495772877
6143,802.235805214573,806.393752562909
6143.5,802.192936561904,806.316141531518
6144,802.14895172214,806.164418866442
6144.5,802.103791793586,805.959276505028
6145,802.057483282006,805.731390055179
6145.5,802.010029132483,805.516211288666
6146,801.961429345018,805.343373356737
6146.5,801.911683919611,805.232357746394
6147,801.860822307108,805.191541971303
6147.5,801.808785605816,805.220107976678
6148,801.755632717429,805.31011058403
6148.5,801.701363641946,805.4474174351
6149,801.645919477674,805.611853359076
6149.5,801.589359126307,805.778660592561
6150,801.531685532928,805.929749190823
6150.5,801.472863356523,806.044824033473
6151,801.412927938107,806.113899418541
6151.5,801.351876332596,806.134150167524
6152,801.289708539989,806.107726866419
6152.5,801.226424560286,806.039238200423
6153,801.161997887726,805.934081527211
6153.5,801.096487424002,805.797951903514
6154,801.029860773183,805.636882637439
6154.5,800.962117935268,805.458957411943
6155,800.89329130619,805.274380214758
6155.5,800.823348490015,805.09283791002
6156,800.752295376915,804.922562860448
6156.5,800.680182033328,804.7696175894
6157,800.606958392816,804.637317676009
6157.5,800.532618565207,804.525797765489
6158,800.457227342366,804.432744100479
6158.5,800.380749383277,804.355044271562
6159,800.303158182177,804.292225277337
6159.5,800.22451264076,804.24301538651
6160,800.144812759026,804.210566282718
6160.5,800.063999635281,804.197752850804
6161,799.982135116303,804.207161724554
6161.5,799.899213311924,804.238799872002
6162,799.815240112313,804.288287479804
6162.5,799.730183121537,804.347577265729
6163,799.644074735529,804.406104259259
6163.5,799.556941460051,804.453390252448
6164,799.468724393409,804.479381072339
6164.5,799.379485382382,804.481704543038
6165,799.289192031037,804.46092410549
6165.5,799.197850229544,804.421704506671
6166,799.105512989429,804.372679759209
6166.5,799.012121408996,804.325633058593
6167,798.917681378415,804.296809441826
6167.5,798.822245909211,804.300136928547
6168,798.725791440706,804.343262632249
6168.5,798.628312082731,804.42165816203
6169,798.529813725455,804.516953785121
6169.5,798.430322874641,804.603479098806
6170,798.329836585203,804.660011688119
6170.5,798.228334241548,804.676805289319
6171,798.125836459271,804.654825548091
6171.5,798.022349128539,804.600352690409
6172,797.917872249354,804.520880220055
6172.5,797.812402876629,804.422793430555
6173,797.705973406298,804.31080815262
6173.5,797.598551442427,804.188234860222
6174,797.49016938095,804.059007179918
6174.5,797.380827221866,803.928045501151
6175,797.270495514327,803.800732091605
6175.5,797.159233160028,803.68097894166
6176,797.047010708122,803.568900471852
6176.5,796.933831103693,803.461045859728
6177,796.819688456573,803.351546186034
6177.5,796.704647558624,803.234928938751
6178,796.588646563067,803.107535242001
6178.5,796.47171492075,802.968772151404
6179,796.353855576758,802.821112029729
6179.5,796.23506853109,802.668756830438
6180,796.115380289508,802.516080675889
6180.5,795.994793797098,802.366479082881
6181,795.873250152165,802.221955713298
6181.5,795.75083770725,802.082914819908
6182,795.627524066422,801.948657470618
6182.5,795.50331511985,801.817874460422
6183,795.378207922449,801.689104478109
6183.5,795.25223487015,801.561786552176
6184,795.125390072785,801.43649178444
6184.5,794.997649969676,801.315095455884
6185,794.86904401167,801.200150757423
6185.5,794.739598704528,801.094066131126
6186,794.609255146558,800.997886172438
6186.5,794.478078129622,800.909729140812
6187,794.34606176355,800.824202724352
6187.5,794.213179542582,800.733173382105
6188,794.079493313495,800.627535104493
6188.5,793.944938284425,800.500784390427
6189,793.809576302152,800.349861972569
6189.5,793.67341031176,800.175574269146
6190,793.536407917318,799.982535679983
6190.5,793.398601514757,799.779205248638
6191,793.259988158992,799.573679615099
6191.5,793.120570795109,799.372270628413
6192,792.980346478022,799.17917608177
6192.5,792.839350548747,798.997195762003
6193,792.697577117116,798.827828891486
6193.5,792.554999677366,798.671988643544
6194,792.411677131191,798.530628011066
6194.5,792.267582972828,798.404734955694
6195,792.122714257193,798.295198282814
6195.5,791.977100435133,798.203022660998
6196,791.830744451733,798.12933132163
6196.5,791.68361391106,798.075052780782
6197,791.535770659894,798.040174878508
6197.5,791.387214698234,798.022899116441
6198,791.237884179303,798.018643166195
6198.5,791.087873345809,798.019513508296
6199,790.937149801821,798.015520609868
6199.5,790.785681151408,797.998064276336
6200,790.633535131518,797.964141215906
6200.5,790.480702906896,797.918591335251
6201,790.327160916865,797.872265331544
6201.5,790.172965118034,797.837390093981
6202,790.018062498879,797.822208919179
6202.5,789.862506070924,797.827336164279
6203,789.706266383322,797.845183993611
6203.5,789.54937877709,797.862543856999
6204,789.391810856295,797.866087365857
6204.5,789.233621522632,797.846373955656
6205,789.074784270338,797.799031480574
6205.5,788.915322660091,797.723507938938
6206,788.755216076298,797.621411400534
6206.5,788.594517530484,797.494888063611
6207,788.433168120954,797.34524736205
6207.5,788.271232639573,797.174005132976
6208,788.108675745322,796.982561894835
6208.5,787.945529834135,796.773526962428
6209,787.781797851095,796.55035912692
6209.5,787.617506301966,796.317429354282
6210,787.452596285053,796.078999637324
6210.5,787.287126702049,795.839435007779
6211,787.121103443125,795.602556315255
6211.5,786.954517673026,795.370246278492
6212,786.787378227007,795.142938825532
6212.5,786.619711610829,794.919264184546
6213,786.45148542856,794.695604319633
6213.5,786.282735021218,794.466478607568
6214,786.113457443718,794.225972618822
6214.5,785.943682146906,793.969178486867
6215,785.773382625019,793.693788322425
6215.5,785.602555932975,793.401482385829
6216,785.43126391755,793.098155305565
6216.5,785.259447677051,792.792679909395
6217,785.087195564019,792.4953399249
6217.5,784.914419225913,792.216662860868
6218,784.741207015274,791.964212692903
6218.5,784.567500030408,791.747160480671
6219,784.393357173009,791.568195751118
6219.5,784.218751937314,791.428123596374
6220,784.04371377417,791.32483537379
6220.5,783.868239738493,791.25457920379
6221,783.692335720452,791.212444386243
6221.5,783.516025280725,791.192389546422
6222,783.339281913549,791.188289013166
6222.5,783.162135069771,791.193907027063
6223,782.984587694476,791.203118761277
6223.5,782.806636842579,791.209894346232
6224,782.628285459166,791.208397373851
6224.5,782.449589500844,791.193622102551
6225,782.270493011005,791.162031036232
6225.5,782.091054891342,791.112268978262
6226,781.91124569101,791.045754192289
6226.5,781.731065410007,790.963785306159
6227,781.550572950027,790.869578594455
6227.5,781.369712354462,790.766391151922
6228,781.188539579921,790.65590353078
6228.5,781.007057571487,790.539068999052
6229,780.82523393323,790.415883832839
6229.5,780.643101061082,790.28507341989
6230,780.460691350973,790.145991774258
6230.5,780.277969461887,789.996820920623
6231,780.094967789756,789.835533442312
6231.5,779.911659828818,789.660810539662
6232,779.728104480767,789.473503499518
6232.5,779.544295855432,789.276913879668
6233,779.360213337223,789.075907918573
6233.5,779.175880486814,788.875895286491
6234,778.991300249293,788.682046656868
6234.5,778.806475569742,788.498995032718
6235,778.62143000884,788.330870959483
6235.5,778.436169456756,788.178144723905
6236,778.250690968406,788.040599987463
6236.5,778.064997488873,787.916537243442
6237,777.879115523921,787.803151606377
6237.5,777.693018567787,787.698451236665
6238,777.506768467249,787.600540497125
6238.5,777.320300430445,787.507774212614
6239,777.133705754999,787.418546325648
6239.5,776.946925539218,787.33088638887
6240,776.759992179033,787.242507594913
6240.5,776.572905674445,787.150804717391
6241,776.385692531215,787.05216773322
6241.5,776.198326243582,786.942593572052
6242,776.010833317307,786.817093428645
6242.5,775.823249093407,786.670400730535
6243,775.635511725104,786.498006193349
6243.5,775.447709564937,786.297798627945
6244,775.259786656298,786.070241248661
6244.5,775.071798955797,785.817964376606
6245,774.883717012585,785.544662338378
6245.5,774.695546716833,785.254613742053
6246,774.507311629218,784.951954143285
6246.5,774.319047090756,784.640770440975
6247,774.130688309584,784.323520294109
6247.5,773.942300077565,784.006716931111
6248,773.753879449615,783.692584455713
6248.5,773.565455876579,783.383951173815
6249,773.376976346935,783.082935367807
6249.5,773.188493872207,782.791561136245
6250,772.999979001546,782.512264141375
6250.5,772.811496526818,782.247879535685
6251,772.623014052089,782.000609958978
6251.5,772.43453157736,781.771963855454
6252,772.246081498563,781.561810177484
6252.5,772.057660870612,781.372965799479
6253,771.869272638594,781.206284277533
6253.5,771.680943308268,781.060126263177
6254,771.49264931896,780.931904209493
6254.5,771.304443682191,780.815154374903
6255,771.116270441354,780.701837843323
6255.5,770.928191443227,780.584296424077
6256,770.740174291879,780.457267375859
6256.5,770.552280834087,780.318766748935
6257,770.364449223073,780.169311425897
6257.5,770.176741305617,780.011235428023
6258,769.989124685785,779.847984510847
6258.5,769.801664155442,779.68378765545
6259,769.614297867809,779.523455865976
6259.5,769.427084724579,779.369647368409
6260,769.239998219991,779.227346066166
6260.5,769.053061914722,779.099290769333
6261,768.866284644025,778.990121104087
6261.5,768.679660517732,778.90457117993
6262,768.493221931775,778.847910078617
6262.5,768.306968886152,778.825370123575
6263,768.120874875103,778.840112914179
6263.5,767.93499291015,778.890850796904
6264,767.749299430618,778.968251664568
6264.5,767.563820942268,779.059025281232
6265,767.378560390184,779.146684713791
6265.5,767.193514829282,779.214497324247
6266,767.008687204647,779.248430359263
6266.5,766.82410991221,779.239383736618
6267,766.639777061802,779.184169983574
6267.5,766.455694543592,779.084370123048
6268,766.271856467411,778.943826264432
6268.5,766.088301119359,778.766838532416
6269,765.905019664183,778.556934250817
6269.5,765.722020937137,778.317663947655
6270,765.539299048051,778.053013682192
6270.5,765.356859887095,777.768553363065
6271,765.174756465794,777.470637007734
6271.5,764.992932827537,777.165067858062
6272,764.811421368256,776.856160992171
6272.5,764.630248593715,776.547272586352
6273,764.449417448997,776.24204407816
6273.5,764.26889553817,775.941452329037
6274,764.088744708014,775.646233555615
6274.5,763.908935507682,775.360376712739
6275,763.729467937172,775.083547564913
6275.5,763.55040089818,774.814118327737
6276,763.371675489011,774.552119163577
6276.5,763.193353556445,774.298571479075
6277,763.015402704548,774.055279006701
6277.5,762.837855329253,773.823586308749
6278,762.660708485475,773.603840759961
6278.5,762.483965118299,773.395018997483
6279,762.307625227725,773.198309134331
6279.5,762.131718264599,773.012076796211
6280,761.956247174007,772.833442638251
6280.5,761.781206065779,772.662603332151
6281,761.606600830084,772.499037671307
6281.5,761.432460917769,772.341120701378
6282,761.25878338375,772.18658198172
6282.5,761.085541722264,772.034921785117
6283,760.912794835005,771.885017888886
6283.5,760.740513271126,771.737203953848
6284,760.568723536389,771.590997684171
6284.5,760.397405015203,771.446702073085
6285,760.226607774005,771.304742860607
6285.5,760.056308252119,771.166029747843
6286,759.886503504459,771.030478893677
6286.5,759.717255377806,770.899406226464
6287,759.548504970464,770.773282546693
6287.5,759.380278788195,770.652520298405
6288,759.212582721171,770.537359649295
6288.5,759.045469780913,770.427784872753
6289,758.878857505052,770.323576241286
6289.5,758.712834246128,770.224216640616
6290,758.547364663125,770.128999689996
6290.5,758.382484097058,770.037088286244
6291,758.218163097082,769.947412944053
6291.5,758.054431114042,769.858833535976
6292,757.891285202855,769.769880549689
6292.5,757.728757759451,769.678728365994
6293,757.566792827223,769.583578945584
6293.5,757.40547286854,769.482417496522
6294,757.244744871879,769.37456213457
6294.5,757.084667738933,769.25885671506
6295,756.925176677839,769.135126226172
6295.5,756.766339425545,769.003097226496
6296,756.608150091882,768.862692713554
6296.5,756.450611621935,768.71387109504
6297,756.293721070617,768.556869903356
6297.5,756.1374843281,768.392178896039
6298,755.981927900145,768.22106706602
6298.5,755.827022335905,768.043401095408
6299,755.672800031312,767.861035648139
6299.5,755.519287492128,767.675433880262
6300,755.366425816659,767.488237498656
6300.5,755.214276851684,767.301350300765
6301,755.062840597203,767.11661033344
6301.5,754.912117053215,766.93597062434
6302,754.762076768875,766.761342198485
6302.5,754.61277570079,766.594407639695
6303,754.464190288283,766.43673656365
6303.5,754.316347037117,766.289255636712
6304,754.169245947291,766.152181396209
6304.5,754.022889963891,766.024522472657
6305,753.877276141831,765.904318056797
6305.5,753.732407426196,765.78847194185
6306,753.588310322749,765.673539708618
6306.5,753.444990721658,765.555581913674
6307,753.302413281908,765.432640289654
6307.5,753.160639850277,765.302449620178
6308,753.019643921002,765.16466763994
6308.5,752.879419603915,765.020121573874
6309,752.740002240031,764.870488514849
6309.5,752.601388884267,764.717869406206
6310,752.463582481706,764.564214469504
6310.5,752.326580087263,764.411071232652
6311,752.190384646025,764.259750799646
6311.5,752.055022663752,764.111058189678
6312,751.92049708553,763.965388005217
6312.5,751.786781405595,763.822800980374
6313,751.653928635474,763.68291384288
6313.5,751.521882818556,763.545150012516
6314,751.39070580162,763.408777595266
6314.5,751.260391694496,763.272975633494
6315,751.130916936508,763.137000290185
6315.5,751.002340429348,763.000240636424
6316,750.874600326239,762.86223142609
6316.5,750.747726078027,762.722696537566
6317,750.621753025728,762.581514980011
6317.5,750.496645828327,762.438850152854
6318,750.37243393667,762.294888301536
6318.5,750.249123240927,762.149977320972
6319,750.126710796012,762.004507229706
6319.5,750.005196601926,761.858892768327
6320,749.884580658669,761.713567620326
6320.5,749.764892417087,761.56894054774
6321,749.646134822266,761.425338966056
6321.5,749.528275478274,761.282515061652
6322,749.411343835957,761.14184801735
6322.5,749.295342840401,761.002852388371
6323,749.180272491604,760.865780268283
6323.5,749.066159295331,760.730655028918
6324,748.952976745818,760.597431408074
6324.5,748.840754293911,760.46624056234
6325,748.729491939612,760.33730316466
6325.5,748.619160232074,760.210868517622
6326,748.509818072989,760.087765806698
6326.5,748.401438956597,759.967215028908
6327,748.294016992726,759.849940794118
6327.5,748.187587522395,759.736234530657
6328,748.08211814967,759.626381911109
6328.5,747.9776383254,759.520475966128
6329,747.874153939753,759.418678604794
6329.5,747.771656157476,759.320885128615
6330,747.670150868737,759.226875136241
6330.5,747.569638073536,759.13611630673
6331,747.470147222722,759.047312553714
6331.5,747.371678316293,758.960079013087
6332,747.274198958318,758.872700846187
6332.5,747.177744489813,758.783898525225
6333,747.082279569762,758.692410094704
6333.5,746.987868990028,758.597387424949
6334,746.894477409595,758.498416161526
6334.5,746.802110718633,758.395497047542
6335,746.710795422903,758.288904641049
6335.5,746.620505016643,758.179127083814
6336,746.531266005615,758.0667704001
6336.5,746.443048938973,757.952463744121
6337,746.355886212648,757.836757038557
6337.5,746.269807277487,757.720120125202
6338,746.184750286711,757.603053669231
6338.5,746.100747636253,757.485981329117
6339,746.017825831874,757.369364187323
6339.5,745.935961312896,757.253579364018
6340,745.855177639998,757.138854524288
6340.5,745.775448307417,757.025419735637
6341,745.696802766,756.913325311839
6341.5,745.619241015747,756.802599218671
6342,745.542763056657,756.693177135499
6342.5,745.467339437885,756.585018750083
6343,745.393032006209,756.478119230854
6343.5,745.319805420611,756.372510833885
6344,745.247665571262,756.268202717304
6344.5,745.176638963924,756.165310367437
6345,745.106699092835,756.063831797878
6345.5,745.037843012909,755.96377291434
6346,744.970129625841,755.865089468968
6346.5,744.903502975022,755.767652203442
6347,744.837960115366,755.671385334684
6347.5,744.773562893653,755.576097846191
6348,744.710281859035,755.481689996776
6348.5,744.648084615582,755.388075349564
6349,744.58703301007,755.295087029196
6349.5,744.527097591654,755.202679735799
6350,744.468304866096,755.110728739258
6350.5,744.410601821871,755.019221982648
6351,744.354041470503,754.927666950236
6351.5,744.298626757078,754.837064649766
6352,744.244328230748,754.747088235381
6352.5,744.191175342361,754.657822734765
6353,744.139165146831,754.569298655175
6353.5,744.088274083482,754.481453182744
6354,744.038528658074,754.394194517854
6354.5,743.989961266541,754.307511698968
6355,743.942507117018,754.221365632228
6355.5,743.896198605438,754.135792169838
6356,743.851038676884,754.050744687432
6356.5,743.807024386273,753.966192312311
6357,743.764185184451,753.882190463028
6357.5,743.722491620571,753.798670262778
6358,743.681946639719,753.715624638484
6358.5,743.642576747655,753.632991406132
6359,743.604323042687,753.550792711188
6359.5,743.56727682244,753.469001847786
6360,743.531376240135,753.387728398904
6360.5,743.496624240857,753.306950929124
6361,743.463047330368,753.226775908448
6361.5,743.430645508668,753.14671274186
6362,743.399424665927,753.067688801394
6362.5,743.369346516043,752.989513904946
6363,743.340446400033,752.912177425437
6363.5,743.31269486705,752.83573945586
6364,743.286147873703,752.760230894926
6364.5,743.260749463384,752.685649612891
6365,743.236558537784,752.612003241869
6365.5,743.213513250127,752.539248942545
6366,743.19164305126,752.467425502133
6366.5,743.170953831351,752.396386289642
6367,743.151469151077,752.326174923054
6367.5,743.133133053831,752.256705664148
6368,743.115972045374,752.187888766906
6368.5,743.100021466722,752.119710511641
6369,743.085213580928,752.052212656557
6369.5,743.071616124939,751.985359166626
6370,743.05919375774,751.919202522083
6370.5,743.047952369499,751.853701284222
6371,743.037883124962,751.788815588344
6371.5,743.028994859384,751.724442531489
6372,743.021314078527,751.660512562475
6372.5,743.014808386459,751.597052632141
6373,743.009451277417,751.534130301878
6373.5,743.005328158859,751.471804573677
6374,743.002356568412,751.410271353225
6374.5,743.000589517601,751.34954667947
6375,743.000000500664,751.289744789125
6375.5,743.000589517601,751.230825523733
6376,743.002356568412,751.172852621577
6376.5,743.005328158859,751.115798108356
6377,743.009451277417,751.059570499356
6377.5,743.014808386459,751.004186387222
6378,743.021314078527,750.949599228211
6378.5,743.028994859384,750.895814270911
6379,743.037883124962,750.8428641748
6379.5,743.047952369499,750.790827594038
6380,743.05919375774,750.739645601451
6380.5,743.071616124939,750.689403642196
6381,743.085213580928,750.640079613204
6381.5,743.100021466722,750.591615267486
6382,743.115972045374,750.543950865417
6382.5,743.133133053831,750.497054044215
6383,743.151469151077,750.450854061003
6383.5,743.170953831351,750.405274730659
6384,743.19164305126,750.3602970961
6384.5,743.213513250127,750.31580982609
6385,743.236558537784,750.271787080363
6385.5,743.260749463384,750.22817722204
6386,743.286147873703,750.18502595253
6386.5,743.31269486705,750.142283283953
6387,743.340446400033,750.099954315383
6387.5,743.369346516043,750.057979432062
6388,743.399424665927,750.016427853558
6388.5,743.430645508668,749.975265841162
6389,743.463047330368,749.934503014986
6389.5,743.496624240857,749.89418131324
6390,743.531376240135,749.854240333393
6390.5,743.56727682244,749.81471023923
6391,743.604323042687,749.775553464732
6391.5,743.642576747655,749.736772187514
6392,743.681946639719,749.69831598366
6392.5,743.722491620571,749.660229918133
6393,743.764185184451,749.62246079229
6393.5,743.807024386273,749.58505142179
6394,743.851038676884,749.548020321432
6394.5,743.896198605438,749.511306301729
6395,743.942507117018,749.474948861231
6395.5,743.989961266541,749.438958773058
6396,744.038528658074,749.403341948842
6396.5,744.088274083482,749.368130715425
6397,744.139165146831,749.333357969321
6397.5,744.191175342361,749.299042137947
6398,744.244328230748,749.265192499464
6398.5,744.298626757078,749.231806956727
6399,744.354041470503,749.198926728067
6399.5,744.410601821871,749.166549841803
6400,744.468304866096,749.134640115527
6400.5,744.527097591654,749.103271886403
6401,744.58703301007,749.072434067123
6401.5,744.648084615582,749.042134743448
6402,744.710281859035,749.01239955659
6402.5,744.773562893653,748.983249428456
6403,744.837960115366,748.954695861331
6403.5,744.903502975022,748.92671902481
6404,744.970129625841,748.899330210635
6404.5,745.037843012909,748.872495063747
6405,745.106699092835,748.846282239578
6405.5,745.176638963924,748.820540439324
6406,745.247665571262,748.795333592329
6406.5,745.319805420611,748.770644456386
6407,745.393032006209,748.746461740187
6407.5,745.467339437885,748.722762753821
6408,745.542763056657,748.699573113609
6408.5,745.619241015747,748.676852465103
6409,745.696802766,748.654653467387
6409.5,745.775448307417,748.632969784618
6410,745.855177639998,748.611800789421
6410.5,745.935961312896,748.591188684375
6411,746.017825831874,748.571097200312
6411.5,746.100747636253,748.551538329564
6412,746.184750286711,748.532502666571
6412.5,746.269807277487,748.514062091653
6413,746.355886212648,748.49612839792
6413.5,746.443048938973,748.478757201498
6414,746.531266005615,748.461977692676
6414.5,746.620505016643,748.445756271313
6415,746.710795422903,748.430048908586
6415.5,746.802110718633,748.414901737705
6416,746.894477409595,748.400241589334
6416.5,746.987868990028,748.386116909967
6417,747.082279569762,748.372479117313
6417.5,747.177744489813,748.35929157207
6418,747.274198958318,748.346578574387
6418.5,747.371678316293,748.334345053893
6419,747.470147222722,748.322586247441
6419.5,747.569638073536,748.311279583704
6420,747.670150868737,748.300419332639
6420.5,747.771656157476,748.289971724461
6421,747.874153939753,748.279954393389
6421.5,747.9776383254,748.270329066204
6422,748.08211814967,748.261104610328
6422.5,748.187587522395,748.252339998547
6423,748.294016992726,748.243967617514
6423.5,748.401438956597,748.236020619175
6424,748.509818072989,748.228456267343
6424.5,748.619160232074,748.221317114405
6425,748.729491939612,748.214562428075
6425.5,748.840754293911,748.208188255858
6426,748.952976745818,748.20219301177
6426.5,749.066159295331,748.196556120012
6427,749.180272491604,748.191286979049
6427.5,749.295342840401,748.186349515857
6428,749.411343835957,748.181691591392
6428.5,749.528275478274,748.177401329223
6429,749.646134822266,748.173400784759
6429.5,749.764892417087,748.169695798844
6430,749.884580658669,748.166260607564
6430.5,750.005196601926,748.163080562376
6431,750.126710796012,748.160196051238
6431.5,750.249123240927,748.157543799441
6432,750.37243393667,748.155163947454
