0.0010000500025,0.951513923208699 - 0.169654198843335i
1.9989999499975,0.951513923056158 + 0.169654198983017i
0.002000100005,0.924521507655596 - 0.291706220398774i
1.997999899995,0.924521507481227 + 0.291706220483951i
0.010000500025001,-0.136907628380130 - 0.388637111604310i
1.989999499975,-0.136907628390392 + 0.388637111514005i
0.020001000050003,-0.0769556470768404 + 0.0297467132614225i
1.97999899995,-0.0769556470785423 - 0.0297467132666002i
0.030001500075004,0.0121512197807107 + 0.0120320203489180i
1.969998499925,0.0121512197813957 - 0.0120320203456298i
