0.1,0.212224064910261 + 0.0806018546672287i
0.104761575278966,0.213440358033405 + 0.0845014361246125i
0.109749876549306,0.214780351955040 + 0.0885959696029430i
0.114975699539774,0.216257189683323 + 0.0928961340165949i
0.120450354025878,0.217885529116760 + 0.0974133272277522i
0.126185688306602,0.219681742554055 + 0.102159731886324i
0.132194114846603,0.221664147636342 + 0.107148389044909i
0.138488637139387,0.223853275718265 + 0.112393280538543i
0.145082877849594,0.226272185020847 + 0.117909421216070i
0.151991108295293,0.228946827629480 + 0.123712962197079i
0.159228279334109,0.231906481569044 + 0.129821306391641i
0.166810053720006,0.235184261954257 + 0.136253237537254i
0.174752840000768,0.238817728762958 + 0.143029063943328i
0.183073828029537,0.242849613364366 + 0.150170777932671i
0.191791026167249,0.247328691894530 + 0.157702231545027i
0.200923300256505,0.252310841374589 + 0.165649328283989i
0.210490414451202,0.257860324758391 + 0.174040229332539i
0.220513073990305,0.264051364771224 + 0.182905570399530i
0.231012970008316,0.270970084718053 + 0.192278681660391i
0.242012826479438,0.278716919175905 + 0.202195797278766i
0.253536449397011,0.287409631177289 + 0.212696231391863i
0.265608778294669,0.297187118788342 + 0.223822482026574i
0.278255940220712,0.308214258179610 + 0.235620199612581i
0.291505306282518,0.320688120116937 + 0.248137916658513i
0.305385550883342,0.334846023657342 + 0.261426369840864i
0.319926713779738,0.350976071582666 + 0.275537138355265i
0.335160265093884,0.369431071767967 + 0.290520143758184i
0.351119173421513,0.390647124321207 + 0.306419255503622i
0.367837977182863,0.415168700232107 + 0.323264731436073i
0.385352859371053,0.443682830780624 + 0.341060326881085i
0.403701725859655,0.477066171380255 + 0.359761319825174i
0.42292428743895,0.516450315329118 + 0.379236835779436i
0.443062145758388,0.563312873025112 + 0.399204580155657i
0.464158883361278,0.619604259401858 + 0.419116172269963i
0.486260158006535,0.687921514580427 + 0.437952311983728i
0.509413801481638,0.771735978417907 + 0.453850301887877i
0.533669923120631,0.875655615826979 + 0.463415543389341i
0.559081018251222,1.00560728309725 + 0.460436596751777i
0.585702081805667,1.16851812835116 + 0.433508879355081i
0.613590727341317,1.37017672102294 + 0.361890461864665i
0.642807311728432,1.60766608726997 + 0.209669016952776i
0.673415065775082,1.84901372419231 - 0.0760721477211540i
0.705480231071864,1.99783448365801 - 0.538488563521870i
0.739072203352578,1.89530093907726 - 1.11885486093853i
0.774263682681127,1.47553658945474 - 1.59167256979809i
0.811130830789687,0.915859443672985 - 1.76345300192100i
0.849753435908644,0.441994044010106 - 1.67815178868122i
0.890215085445039,0.126120350049817 - 1.48199478640301i
0.93260334688322,-0.0616330709551327 - 1.27125437043910i
0.977009957299225,-0.167103828947542 - 1.08286636716347i
1.02353102189903,-0.223752132112020 - 0.924577304482717i
